,ReviewTitle_new,ReviewBody_new,Product
661,worth price,decent sound quality battery life product feel delicate no problem far product good buy price,boAt Rockerz 255
662,could not work one month,bought th february writing review rd march bluetooth connectivity dead not getting connected even get connected connection lost keeping phone pocket really not satisfied product fourth boat product service worse product,boAt Rockerz 255
663,cheap quality no warranty,month stop working one side speaker stopped working le month note not working trying get replacement online boat rockerz website not accepting,boAt Rockerz 255
664,sound built quality extreme,speak louder whenever roaming street call receiving person can not hear voice clearly even walking quality bass mass one day slipped hear driving hitted auto took using still quality sound not changed,boAt Rockerz 255
665,not good quality price,used day returned not work meter distance bought replacement also found quality,boAt Rockerz 255
666,boat rocketz headset review,boat battery charge not stay longer entire day used better product though higher price range may come blunt review feeling itamazon usual rock nothing amazon team keep good work,boAt Rockerz 255
667,good product,sound good quality manufacturering also good bluetooth working smoothly not find connectivity issue got approx sale amzone apponeion good product till not good price go tagg inferior money invest bluetooth earphone,boAt Rockerz 255
668,awesome nirvana,bought together huawei free always wanted one wireless finally got seriously guy product amazing get k also happy product good sound much comfort ear go guy,boAt Rockerz 255
669,disappointed,built quality earphone okayish mine got malfunctioned th day purchase boat claim take day provide replacement repaired piece easily take around day not much happy product investing arnd k please look another option,boAt Rockerz 255
670,worst product,got product yesterday battery fully charged continoluous listening lasted hour still ok kept charging almost hour not getting charged,boAt Rockerz 255
